tu,pos,neg,neu,polarity
in thạch bản,0.0142678,0.843902171,0.141829997,-0.82963437
luông tuồng,0.016526891,0.846141696,0.137331396,-0.829614805
tôn,0.017189421,0.846610844,0.136199683,-0.829421423
thân cận,0.845763266,0.016888572,0.13734816,0.828874694
hạn hán,0.020825811,0.849622965,0.129551232,-0.828797154
xuân,0.843525261,0.014884585,0.141590131,0.828640676
lìa,0.033399604,0.862021148,0.10457924,-0.828621544
mềm mại,0.843521893,0.01509275,0.141385329,0.828429143
sự cơ,0.021535506,0.849904716,0.128559694,-0.82836921
thánh địa,0.872376263,0.0441567,0.083467051,0.828219563
thúc bách,0.868053615,0.040167514,0.091778822,0.827886101
ngon xơi,0.841105223,0.013319422,0.145575374,0.827785801
ngoặt ngoẹo,0.014125726,0.841895223,0.143979043,-0.827769496
khánh chúc,0.843820035,0.016125128,0.140054837,0.827694908
lạt lẽo,0.017619632,0.845279336,0.137101069,-0.827659704
vận chuyển,0.014370441,0.841872334,0.143757224,-0.827501894
yếu nhân,0.844490349,0.017284561,0.138225064,0.827205788
dạ hội,0.848410606,0.021311229,0.1302782,0.827099377
ngảnh lại,0.018693862,0.845787823,0.135518298,-0.827093961
phong cảnh,0.854619384,0.027538475,0.117842136,0.827080909
nhớ nhà,0.849334121,0.022435457,0.128230378,0.826898664
hiền sĩ,0.842719853,0.015972178,0.14130798,0.826747674
thốc,0.029307915,0.855661452,0.115030542,-0.826353537
lưu vong,0.020008195,0.846343577,0.133648172,-0.826335382
ếch bà,0.022851069,0.848939478,0.128209457,-0.82608841
nẫng,0.847168326,0.021121752,0.131709993,0.826046575
mơ mộng,0.025391201,0.85113734,0.123471417,-0.82574614
rét căm căm,0.018369487,0.844071865,0.137558669,-0.825702379
làm thuê,0.01395421,0.839607358,0.146438435,-0.825653148
cao lâu,0.019828418,0.845437467,0.134734049,-0.825609049
góc cạnh,0.858080864,0.032618094,0.109300993,0.82546277
thiếu sót,0.017897272,0.843172967,0.138929829,-0.825275695
quán triệt,0.858284354,0.033132702,0.108582884,0.825151652
trồi,0.013880898,0.838960707,0.147158459,-0.825079809
tiếp giáp,0.851108789,0.02627933,0.12261191,0.824829459
thẳng tay,0.019898882,0.844721496,0.135379657,-0.824822614
khai đao,0.01882663,0.843381643,0.137791753,-0.824555013
mục kích,0.869293213,0.04484643,0.085860357,0.824446782
lăng líu,0.015959285,0.840212047,0.14382866,-0.824252762
bán lẻ,0.014583356,0.838751733,0.146664858,-0.824168378
lục xì,0.015864,0.840011895,0.144124076,-0.824147895
cá ngựa,0.863828838,0.039954256,0.096216924,0.823874582
lau,0.880434215,0.05677012,0.062795661,0.823664095
an phận,0.832014918,0.00839222,0.159592882,0.823622698
tiên tiến,0.838512629,0.015087445,0.146399949,0.823425184
tạnh trời,0.849101126,0.025740165,0.125158668,0.823360961
khám xét,0.018994626,0.842311263,0.138694167,-0.823316637
le le,0.013608302,0.836910129,0.149481609,-0.823301827
ấm,0.836030763,0.012732425,0.151236803,0.823298339
xung khắc,0.016903946,0.840145707,0.142950356,-0.823241761
ngu dốt,0.015774019,0.839007556,0.145218417,-0.823233537
bạch đàn,0.018273253,0.84148246,0.140244305,-0.823209208
bất động,0.019114986,0.842289507,0.138595492,-0.823174521
xi,0.022758769,0.84587115,0.131370023,-0.823112382
gót lân,0.844255507,0.021479214,0.134265319,0.822776293
Gót lân,0.844255507,0.021479214,0.134265319,0.822776293
bi,0.865886688,0.043153882,0.090959489,0.822732806
tết âm lịch,0.841362953,0.018671535,0.139965549,0.822691418
trước mắt,0.840871572,0.01822114,0.140907258,0.822650433
ào,0.839402556,0.016755788,0.143841669,0.822646769
ngọc bích,0.015948571,0.838581383,0.145470023,-0.822632812
nhường lại,0.013600647,0.836165428,0.150233939,-0.822564781
ra rìa,0.01931628,0.84185791,0.138825879,-0.82254163
dị dạng,0.01475783,0.837260544,0.147981688,-0.822502715
trảm,0.019165849,0.841610432,0.13922374,-0.822444582
bưu thiếp,0.853367448,0.031334035,0.115298495,0.822033413
giàn giụa,0.023454472,0.845050991,0.131494537,-0.821596518
ém dẹm,0.017601157,0.839137018,0.143261731,-0.821535861
chuồn chuồn,0.844485223,0.023021905,0.132492825,0.821463319
giũa dạy,0.025670668,0.847015798,0.12731351,-0.82134513
hơi ngạt,0.017438553,0.838683426,0.143878087,-0.821244873
thao láo,0.853789926,0.03270936,0.113500699,0.821080565
lóp ngóp,0.018473299,0.839529991,0.141996652,-0.821056692
thoát xác,0.015872151,0.836818874,0.147308975,-0.820946723
lãng tử,0.853157341,0.032396037,0.114446692,0.820761304
rảnh rang,0.835927606,0.01519745,0.148874894,0.820730155
lợi hại,0.841940939,0.021236602,0.136822447,0.820704337
truyền bá,0.841963589,0.021296324,0.136740029,0.820667265
nài,0.013726794,0.834371299,0.15190194,-0.820644504
chum,0.015774256,0.836340725,0.14788495,-0.82056647
vỉ,0.012726542,0.833068162,0.154205314,-0.82034162
mẹt,0.013632726,0.83397001,0.152397215,-0.820337284
cân não,0.844788015,0.024534339,0.130677611,0.820253676
ngoan đạo,0.847731888,0.027654329,0.124613822,0.820077559
trái ý,0.016414506,0.836481094,0.147104412,-0.820066588
kinh luân,0.837153316,0.017276373,0.145570293,0.819876943
rạn nứt,0.013820771,0.833688408,0.152490845,-0.819867637
tương tư,0.86669749,0.04683179,0.086470738,0.8198657
vun trồng,0.837902069,0.018152911,0.143944979,0.819749158
trông ngóng,0.873113275,0.053373989,0.073512733,0.819739286
rắn mai gầm,0.01608762,0.835814357,0.148097947,-0.819726737
thề thốt,0.029623542,0.849334776,0.121041737,-0.819711234
ịt,0.01707013,0.836769223,0.146160662,-0.819699094
hận,0.05421693,0.873887122,0.071895937,-0.819670192
cải dạng,0.859148204,0.039585561,0.101266198,0.819562644
cài,0.873933494,0.054513467,0.071553061,0.819420027
mù chữ,0.015333951,0.834741414,0.149924681,-0.819407463
trang trại,0.846883297,0.027670661,0.125446036,0.819212636
trái đất,0.851859689,0.032657009,0.115483306,0.81920268
nóng chảy,0.013370453,0.832421243,0.154208213,-0.81905079
bói cá,0.850585461,0.031735364,0.117679253,0.818850096
sốt sột,0.857219636,0.038511127,0.104269229,0.818708509
đuổi,0.017219117,0.835874081,0.146906823,-0.818654964
mã đề,0.014082453,0.832582891,0.153334692,-0.818500438
thành văn,0.014789715,0.83322531,0.151985079,-0.818435594
giờn,0.014798187,0.832791924,0.152409926,-0.817993738
quay cóp,0.014862674,0.832766175,0.152371213,-0.817903501
thượng đẳng,0.854979753,0.037275147,0.107745141,0.817704607
thờ ơ,0.024581609,0.842257023,0.133161366,-0.817675414
phẳng phắn,0.028856743,0.846376121,0.124767132,-0.817519378
non gan,0.015370577,0.83287245,0.151756957,-0.817501874
đàm đạo,0.833392441,0.015891835,0.150715709,0.817500606
thanh,0.837546587,0.020483012,0.141970399,0.817063575
phú,0.83286196,0.016072422,0.151065618,0.816789538
vô hại,0.851302087,0.034554042,0.114143893,0.816748045
láu lỉnh,0.84069401,0.024028545,0.13527748,0.816665465
bĩu môi,0.018722041,0.835342228,0.145935759,-0.816620188
dấu ngã,0.860783398,0.044292908,0.094923668,0.81649049
cách mạng,0.854137897,0.037747711,0.108114362,0.816390187
đằng,0.017022133,0.833224475,0.149753436,-0.816202343
thẩm xét,0.025284749,0.841296375,0.133418888,-0.816011626
kem cốc,0.842623949,0.026686139,0.130689904,0.81593781
lập lờ,0.014010974,0.829851806,0.156137255,-0.815840832
nói toẹt,0.056244116,0.872056067,0.071699753,-0.815811951
thuần tính,0.829348326,0.013720779,0.156930923,0.815627547
tòm tem,0.020524437,0.836104691,0.143370882,-0.815580254
ra mặt,0.016176134,0.831528246,0.152295575,-0.815352112
khấn,0.01757677,0.83286947,0.14955375,-0.8152927
no đủ,0.831260443,0.016015852,0.1527237,0.815244591
gia giáo,0.83481884,0.019764349,0.145416826,0.815054491
vương vấn,0.851102173,0.036102157,0.112795599,0.815000016
kiên nhẫn,0.857360482,0.042645123,0.099994346,0.814715359
sở nguyện,0.841505408,0.02710077,0.13139385,0.814404638
chiềng,0.019029226,0.833360195,0.14761056,-0.814330969
nội trú,0.834153116,0.01985902,0.145987898,0.814294096
khảng khái,0.858777523,0.044507703,0.096714769,0.81426982
hữu ích,0.846255302,0.032042101,0.121702611,0.814213201
tròng,0.014795942,0.828931034,0.156273037,-0.814135091
gió nồm,0.836718976,0.022656852,0.140624166,0.814062124
bơm,0.013991492,0.827991754,0.158016725,-0.814000261
thanh tâm,0.846625626,0.032707553,0.12066678,0.813918073
sắp chữ,0.01578705,0.829563081,0.154649839,-0.813776031
nhã tập,0.835249782,0.021662552,0.14308767,0.81358723
sao bắc cực,0.829668343,0.016280415,0.154051259,0.813387929
xá tội,0.845358729,0.031993017,0.122648247,0.813365713
giấc nồng,0.853250623,0.040084451,0.106664918,0.813166171
thanh tra,0.011471107,0.824512959,0.164015964,-0.813041852
vô sinh,0.024339129,0.837356001,0.138304805,-0.813016872
xây xẩm,0.052274782,0.865104258,0.082620941,-0.812829476
tủ chè,0.847568214,0.034851093,0.117580742,0.812717121
thuốc độc,0.024890408,0.837526659,0.137582893,-0.812636251
gạ gẫm,0.020980546,0.833595991,0.145423457,-0.812615445
the,0.025621723,0.838142335,0.136235908,-0.812520612
tiên liệt,0.845865667,0.033444077,0.120690286,0.81242159
cà,0.863340467,0.051069243,0.085590251,0.812271224
lớ xớ,0.017316349,0.829539418,0.153144255,-0.812223069
hào,0.836576998,0.024379316,0.139043642,0.812197682
cọp,0.847937047,0.035922937,0.116140053,0.81201411
tuôn,0.017735111,0.829040766,0.153224108,-0.811305655
Khôi tinh,0.83694768,0.025651235,0.137401119,0.811296444
quốc vương,0.856406093,0.045433071,0.098160893,0.810973022
giáo tài,0.846990705,0.036386292,0.116623029,0.810604412
đeo đuổi,0.858604252,0.048174739,0.093221001,0.810429513
trút,0.021267051,0.831667364,0.14706552,-0.810400313
triết nhân,0.834663391,0.024410816,0.14092584,0.810252575
chua,0.013597979,0.823817025,0.162584993,-0.810219046
chúc thư,0.838739514,0.028521167,0.13273932,0.810218347
lụ khụ,0.02075085,0.830866754,0.148382351,-0.810115904
thoán đoạt,0.026529955,0.83648026,0.136989728,-0.809950305
chạo,0.016645052,0.826537848,0.156817123,-0.809892796
long xa,0.851221621,0.041391686,0.107386634,0.809829935
tiễn,0.846537709,0.036840964,0.116621315,0.809696745
thi ân,0.851352274,0.041881233,0.106766485,0.809471041
so le,0.017778078,0.827190042,0.15503183,-0.809411963
tiêu hao,0.015009125,0.824377716,0.160613179,-0.809368591
cầu vồng,0.015697286,0.8250314,0.159271359,-0.809334114
nói khó,0.036713537,0.845781505,0.117504969,-0.809067968
quang sai,0.018109934,0.827140629,0.154749423,-0.809030695
quang dầu,0.83774507,0.028867261,0.1333877,0.808877809
cần kiệm,0.8358441,0.026989095,0.137166843,0.808855005
Phật giáo,0.848676682,0.03983045,0.111492902,0.808846232
tín ngưỡng,0.831098676,0.022284167,0.146617189,0.808814509
bọn,0.876353115,0.067581651,0.056065191,0.808771464
hường,0.87879315,0.070107585,0.051099271,0.808685565
nể vì,0.850222826,0.041555844,0.108221285,0.808666982
xiêm y,0.844832242,0.036166001,0.119001739,0.80866624
gầm,0.02104848,0.829644779,0.149306734,-0.808596299
ngỡ ngàng,0.8670367,0.058638547,0.074324779,0.808398154
sức mạnh,0.83245796,0.024076222,0.143465802,0.808381738
giải buồn,0.030896949,0.839057982,0.130045041,-0.808161033
ngồi thừ,0.022233054,0.830323637,0.147443369,-0.808090582
minh châu,0.849207222,0.041151401,0.109641373,0.808055822
tô-tem,0.834218025,0.026290484,0.139491513,0.807927541
trừ căn,0.065708376,0.873595178,0.060696427,-0.807886802
kẹ,0.016720634,0.824362993,0.158916384,-0.807642359
tiêu vong,0.027958853,0.835491598,0.136549503,-0.807532744
thuyên chuyển,0.036564421,0.844096124,0.119339518,-0.807531703
già cỗi,0.027640578,0.835011184,0.137348228,-0.807370606
uẩn khúc,0.025296517,0.832399964,0.14230351,-0.807103447
vịnh,0.826288134,0.019756486,0.153955374,0.806531648
cá thể,0.848335326,0.041834284,0.109830394,0.806501042
xử,0.021788353,0.82818081,0.150030802,-0.806392457
chuyên chính,0.021843156,0.828143656,0.150013238,-0.8063005
óp,0.019540378,0.825829536,0.154630095,-0.806289158
rổ,0.015693269,0.821890652,0.16241613,-0.806197383
cải tổ,0.857071102,0.050898883,0.092030048,0.806172218
nhàn hạ,0.829685152,0.023580628,0.146734267,0.806104524
tinh luyện,0.839845538,0.033760861,0.126393586,0.806084678
phở áp chảo,0.020607794,0.826657772,0.152734414,-0.806049978
sột soạt,0.014584598,0.820499122,0.164916307,-0.805914524
kẻ cắp,0.860257804,0.054438565,0.08530359,0.805819239
móm,0.014385235,0.820189774,0.165424978,-0.805804539
thanh quản,0.014645196,0.820367813,0.164986998,-0.805722617
ỉu xìu,0.017714474,0.823362052,0.158923522,-0.805647578
chiêm bái,0.829804003,0.024257353,0.145938709,0.805546651
oai nghiêm,0.875786126,0.070258126,0.053955771,0.805528
nàng thơ,0.840643406,0.035310686,0.124045968,0.80533272
nản,0.022794357,0.828003049,0.1492026,-0.805208692
con ngươi,0.832134187,0.02708517,0.140780717,0.805049017
tự tại,0.823435992,0.018469984,0.158094039,0.804966008
lệ nông,0.024313681,0.829071105,0.146615133,-0.804757424
côi cút,0.022239462,0.826984465,0.150776148,-0.804745004
vãn,0.023956476,0.828682661,0.147360906,-0.804726185
hụ,0.860826313,0.056105927,0.083067797,0.804720387
hổ lửa,0.018984586,0.823666632,0.157348827,-0.804682046
hỏi tội,0.018797787,0.823440552,0.157761678,-0.804642765
ăn gian,0.016571987,0.821067512,0.162360519,-0.804495525
thưởng nguyệt,0.849452138,0.045026422,0.105521463,0.804425716
nguyệt điện,0.828315437,0.024007803,0.147676766,0.804307634
cung thiềm,0.852550447,0.048321299,0.099128217,0.804229148
nhất tề,0.814211309,0.010012133,0.175776586,0.804199176
nhủn,0.037104111,0.841190964,0.121704927,-0.804086853
thắc mắc,0.014241022,0.818327188,0.167431727,-0.804086166
nguyện,0.834115207,0.030081859,0.135802969,0.804033348
na,0.845466197,0.041464258,0.113069542,0.804001939
chế biến,0.857984662,0.054068409,0.087946936,0.803916253
mưng mủ,0.019756194,0.823602438,0.156641454,-0.803846244
cải biên,0.852250218,0.048570395,0.09917932,0.803679824
trị bệnh,0.018559247,0.822154641,0.159286112,-0.803595394
pháp thuật,0.855516613,0.052134719,0.092348687,0.803381894
hương lửa,0.831291616,0.027991129,0.140717238,0.803300487
tảng,0.023052372,0.826270401,0.150677204,-0.803218029
khát khao,0.85754174,0.054435417,0.08802285,0.803106323
phòi,0.018663848,0.82175225,0.159583956,-0.803088402
rốt,0.019340778,0.822425663,0.158233479,-0.803084886
của cải,0.817887366,0.01481548,0.167297184,0.803071886
hồn thơ,0.843713164,0.041142378,0.115144506,0.802570786
tinh thông,0.847230077,0.044708721,0.108061187,0.802521355
tắt tiếng,0.0165594,0.818939447,0.16450122,-0.802380048
liệt nữ,0.83162868,0.02925989,0.139111385,0.80236879
rí rách,0.019059522,0.821393371,0.15954712,-0.802333849
khốn khó,0.019651294,0.821804106,0.15854454,-0.802152812
rẹo rọc,0.027126674,0.829257727,0.143615574,-0.802131053
chiến thắng,0.81923008,0.017604139,0.163165838,0.801625941
thần hồn,0.017775992,0.819367528,0.162856415,-0.801591536
thui thủi,0.020935196,0.822199345,0.156865463,-0.801264148
nhanh nhẹ,0.828005254,0.026770648,0.145224139,0.801234607
xa lạ,0.016464622,0.817643791,0.165891573,-0.801179169
bão,0.020019154,0.820949674,0.159031142,-0.80093052
óng chuốt,0.822984278,0.022127677,0.154888049,0.800856601
trong vắt,0.845300317,0.044533115,0.110166535,0.800767202
sặt,0.0152043,0.815814495,0.16898118,-0.800610195
chiêm,0.033139113,0.833666623,0.133194253,-0.800527509
lia,0.838122189,0.03765766,0.124220178,0.80046453
phủ nhận,0.021177864,0.821597576,0.157224596,-0.800419712
phản phúc,0.857528627,0.057224672,0.085246742,0.800303955
dung túng,0.032154549,0.832458138,0.135387331,-0.80030359
màn bạc,0.833248615,0.033046037,0.133705348,0.800202578
vòng vèo,0.021162804,0.821099818,0.157737359,-0.799937014
xứng đáng,0.819737256,0.019883089,0.160379663,0.799854167
ốc sên,0.020088268,0.819887877,0.160023898,-0.799799608
nhảy bổ,0.023370262,0.823078215,0.153551564,-0.799707953
làm lẽ,0.021033695,0.820703864,0.158262417,-0.799670169
kiến thiết,0.830289304,0.030632457,0.13907823,0.799656847
hiệp định,0.018881416,0.818492353,0.162626147,-0.799610937
hãnh diện,0.813270092,0.013667867,0.173061997,0.799602225
thanh lịch,0.821638942,0.022187276,0.15617381,0.799451666
đương nhiên,0.824161768,0.024939837,0.150898397,0.799221931
quỳnh tương,0.83307904,0.033909503,0.133011431,0.799169537
nội tại,0.811091602,0.012078477,0.176829875,0.799013125
hoang vu,0.849092901,0.050371166,0.100535959,0.798721734
bay,0.012954136,0.811612517,0.175433336,-0.798658381
dị thường,0.029043373,0.827260613,0.14369604,-0.798217241
nhật lệnh,0.822000206,0.023874607,0.154125258,0.798125599
mũi nhọn,0.827964783,0.030029582,0.142005622,0.797935201
nghe lời,0.016588997,0.814462185,0.168948904,-0.797873188
rúc ráy,0.018632758,0.816392839,0.164974421,-0.797760081
lợm giọng,0.028065646,0.825745344,0.146189019,-0.797679698
thi hào,0.827316642,0.029843334,0.142839998,0.797473308
gà kim tiền,0.017223544,0.814401686,0.168374717,-0.797178142
cay,0.015438555,0.812608816,0.171952654,-0.797170261
miễn cưỡng,0.019506386,0.816667676,0.16382587,-0.79716129
trọng âm,0.016367586,0.813423574,0.170208871,-0.797055988
giả mạo,0.0230595,0.820085287,0.156855315,-0.797025787
bài làm,0.015820693,0.812739372,0.171439886,-0.796918679
trì độn,0.01541307,0.812250078,0.172336847,-0.796837008
mai hoa,0.014456426,0.811249971,0.174293637,-0.796793546
sửa mình,0.856436253,0.059737317,0.08382646,0.796698935
ngã lẽ,0.850586891,0.053893693,0.095519364,0.796693198
cải danh,0.842911005,0.046516415,0.110572577,0.79639459
khách,0.019810436,0.816014767,0.16417475,-0.79620433
dầu hắc,0.036338676,0.832447708,0.13121362,-0.796109032
gặp gái,0.016841192,0.812918782,0.170240059,-0.79607759
thốn,0.045070704,0.84097147,0.113957785,-0.795900766
trái phá,0.837604702,0.041803822,0.120591447,0.79580088
ngoan ngoãn,0.811616361,0.016013179,0.172370419,0.795603182
khấp khểnh,0.017741125,0.813188076,0.16907081,-0.795446951
khe khắt,0.019463543,0.814840198,0.165696278,-0.795376655
rái cá,0.839589059,0.044406191,0.116004772,0.795182869
to tát,0.821051478,0.026077548,0.152870998,0.79497393
tợp,0.830653191,0.035703365,0.133643404,0.794949826
lớn,0.016753047,0.811653733,0.171593274,-0.794900686
thàm làm,0.021488426,0.8160851,0.162426561,-0.794596674
hen,0.031347346,0.825928569,0.142724007,-0.794581223
liên minh,0.831882298,0.037391353,0.130726308,0.794490945
hình dạng,0.014105689,0.808505058,0.177389219,-0.79439937
dương,0.02638845,0.820695937,0.152915597,-0.794307487
nghiêm mật,0.807984471,0.013972867,0.178042635,0.794011604
minh mẫn,0.856943846,0.062969938,0.080086246,0.793973908
vuốt ve,0.810103714,0.016315839,0.173580441,0.793787876
thoái vị,0.033851903,0.82750994,0.138638243,-0.793658037
soạt,0.014334,0.807976365,0.177689612,-0.793642365
giấc kê vàng,0.065924354,0.859557211,0.074518487,-0.793632858
thớ lợ,0.024671601,0.818238914,0.157089517,-0.793567313
phát giác,0.028893627,0.822381616,0.14872475,-0.793487988
tru diệt,0.028681446,0.822151899,0.149166659,-0.793470453
thế,0.017964762,0.81138289,0.170652354,-0.793418128
khoáng sản,0.823253214,0.030202862,0.146543875,0.793050352
tiết hạnh,0.826700032,0.033668481,0.139631525,0.793031551
lưỡi câu,0.016300295,0.809058309,0.17464143,-0.792758014
lính đánh thuê,0.018549245,0.81103766,0.170413077,-0.792488415
xuân thu,0.814666808,0.022271778,0.163061455,0.792395029
giả dạng,0.020629177,0.81274873,0.166622028,-0.792119553
lụt lội,0.02244045,0.814542949,0.163016573,-0.792102499
cam kết,0.841533244,0.049592495,0.108874291,0.791940749
Hoả tinh,0.017003603,0.808780611,0.174215809,-0.791777007
vặt,0.020611003,0.812355638,0.167033374,-0.791744635
thuận cảnh,0.804224432,0.01271775,0.183057845,0.791506682
mủn,0.026426201,0.817807943,0.155765897,-0.791381742
suy nghĩ,0.809432209,0.018144172,0.172423631,0.791288037
siêu thăng,0.831892133,0.040687203,0.127420709,0.791204929
nước rút,0.809185684,0.018219765,0.172594488,0.790965918
dặm trường,0.820445895,0.029639143,0.149914935,0.790806752
khăn vuông,0.017318476,0.808020055,0.174661472,-0.790701579
lưỡi liềm,0.018992357,0.809595942,0.171411738,-0.790603586
nhăn nhíu,0.015797412,0.806203365,0.177999258,-0.790405953
chịu khó,0.822445452,0.032099519,0.145455003,0.790345933
ngự uyển,0.818697989,0.028362727,0.152939245,0.790335262
thừa tiếp,0.810959101,0.020718629,0.16832225,0.790240472
trống cái,0.016387459,0.806143403,0.177469179,-0.789755944
vô phép,0.034983028,0.824688256,0.140328676,-0.789705228
kiếm chuyện,0.017289786,0.806878626,0.175831527,-0.789588841
kịch câm,0.019716445,0.80875802,0.171525568,-0.789041575
lực dịch,0.018416442,0.807247043,0.174336448,-0.788830601
phù hộ,0.822675109,0.033937164,0.143387765,0.788737945
mờ mờ,0.016682986,0.805357158,0.177959859,-0.788674172
sạt,0.014305299,0.80297941,0.182715267,-0.788674111
ngay xương,0.815774143,0.027228072,0.156997815,0.78854607
an,0.801919818,0.013391285,0.184688881,0.788528533
thính giác,0.851606965,0.0631257,0.08526732,0.788481265
văn vẻ,0.818478227,0.030036932,0.151484892,0.788441295
nghịch lý,0.024103907,0.812184572,0.163711578,-0.788080665
ám sát,0.035155196,0.823173583,0.14167124,-0.788018387
thôn xóm,0.82869339,0.040768251,0.130538404,0.787925139
lôi cuốn,0.817596912,0.02989235,0.152510732,0.787704563
rộng bụng,0.823512614,0.035813875,0.140673518,0.787698738
ú ớ,0.015995254,0.803555965,0.180448841,-0.787560712
trình bày,0.825902422,0.038478954,0.135618648,0.787423469
mũm mĩm,0.803293288,0.016070114,0.1806366,0.787223173
ne,0.019543685,0.806337357,0.174118921,-0.786793672
tuần hành,0.812576771,0.025798133,0.161625072,0.786778638
huýt gió,0.018099761,0.804694653,0.177205637,-0.786594892
vỉa hè,0.801780641,0.015291484,0.182927936,0.786489157
ứng khẩu,0.018474262,0.804960787,0.176564932,-0.786486525
tiếng vang,0.812480211,0.026150405,0.161369428,0.786329806
bóng,0.83672823,0.050408286,0.112863509,0.786319944
tận lực,0.832383752,0.046090133,0.121526107,0.786293618
mở mặt,0.802307904,0.01618889,0.181503221,0.786119014
bặt tăm,0.021980925,0.807619154,0.170399964,-0.78563823
giào,0.027868744,0.813311934,0.158819333,-0.78544319
cảnh ngộ,0.036505416,0.821672738,0.141821921,-0.785167322
rầm rì,0.021553455,0.806641757,0.17180483,-0.785088303
vô biên,0.811227322,0.026304288,0.162468359,0.784923034
kích thích tố,0.807505667,0.02271493,0.16977939,0.784790738
liễn,0.016984901,0.801730156,0.181284934,-0.784745255
kiếm,0.016145319,0.800852835,0.183001831,-0.784707516
sủi bọt,0.021017812,0.805618644,0.173363522,-0.784600832
vành,0.812725246,0.028127985,0.159146756,0.784597261
chổi,0.03159445,0.816024204,0.152381355,-0.784429754
gian xảo,0.021859683,0.806210041,0.171930283,-0.784350358
ngu đần,0.026215024,0.810455084,0.163329929,-0.78424006
nhãn tiền,0.799387693,0.015213834,0.185398445,0.784173859
quần quật,0.017373305,0.801544368,0.181082398,-0.784171063
tong tỏng,0.021423606,0.80553633,0.173040047,-0.784112724
thuôn,0.819885552,0.035880692,0.144233808,0.78400486
lực lưỡng,0.81973958,0.035783764,0.144476667,0.783955816
soóc,0.017712506,0.80164814,0.180639401,-0.783935634
tĩnh tâm,0.811065555,0.027189648,0.161744773,0.783875907
hoen ố,0.018407223,0.802108794,0.179483991,-0.783701572
hươu sao,0.815948784,0.032337051,0.151714191,0.783611733
hồng nhan,0.804439157,0.020958091,0.174602755,0.783481067
tơ lơ mơ,0.019030413,0.802375674,0.178593904,-0.783345262
láu,0.799884975,0.016698591,0.183416501,0.783186384
tẩy não,0.028986467,0.812152505,0.158860996,-0.783166038
cam tuyền,0.824252009,0.041163281,0.134584755,0.783088729
thấm,0.017944297,0.800926387,0.181129307,-0.78298209
vô tội,0.799031019,0.016202593,0.184766382,0.782828426
ị,0.018898565,0.801723242,0.179378226,-0.782824676
sẵn lòng,0.796729147,0.013991422,0.189279512,0.782737725
tối yếu,0.814152181,0.031507757,0.154340059,0.782644425
thiểu,0.015520341,0.798141241,0.18633844,-0.7826209
giáp sĩ,0.816504717,0.033941347,0.14955394,0.78256337
má đào,0.811255246,0.029035999,0.159708723,0.782219248
màu cờ,0.816372812,0.034237985,0.149389178,0.782134827
con số,0.80343613,0.021412804,0.17515103,0.782023326
trả đũa,0.042263828,0.823960304,0.13377589,-0.781696476
củng cố,0.801848948,0.020200246,0.177950781,0.781648702
thất chí,0.020562954,0.802180588,0.17725645,-0.781617634
thoát ly,0.038020276,0.819533378,0.142446294,-0.781513102
xỉ,0.033617299,0.815090925,0.151291791,-0.781473626
oan khuất,0.019328021,0.800513625,0.180158332,-0.781185605
thôn trang,0.811118662,0.030144848,0.158736482,0.780973814
nhọc,0.028326306,0.809229434,0.162444308,-0.780903127
quyết thắng,0.816208661,0.035319362,0.148471981,0.780889299
sấp ngửa,0.020120284,0.801007807,0.1788719,-0.780887524
tơ duyên,0.806553662,0.026001954,0.167444363,0.780551707
lễ phép,0.807608604,0.027108334,0.165283039,0.78050027
sừng sững,0.817590356,0.037220426,0.145189166,0.78036993
tiền của,0.799835563,0.019712774,0.180451632,0.780122789
gần gũi,0.79676947,0.017063388,0.186167125,0.779706082
tỉnh đường,0.792954743,0.013352373,0.193692848,0.77960237
chủ yếu,0.807646453,0.028139738,0.164213791,0.779506715
lấm,0.019768283,0.799234688,0.180997029,-0.779466406
nhép,0.01599103,0.795167506,0.188841446,-0.779176476
sụm,0.028255934,0.80723244,0.164511606,-0.778976506
thâm thiểm,0.831042528,0.052246761,0.11671076,0.778795768
muôn đời,0.811325371,0.032700181,0.155974478,0.77862519
máy chém,0.018760669,0.797349483,0.18388983,-0.778588814
trở thành,0.033205479,0.811668217,0.155126348,-0.778462738
chế nhạo,0.018848948,0.797246754,0.183904365,-0.778397806
gần xa,0.816308558,0.038016869,0.145674564,0.778291689
dạy bảo,0.836278379,0.05808682,0.105634861,0.778191559
thần bí,0.817531586,0.039392695,0.143075764,0.778138891
ca vũ,0.82753253,0.049448378,0.123019129,0.778084151
thất nhân tâm,0.031854112,0.809854269,0.158291638,-0.778000157
trỗ,0.018308474,0.796016812,0.185674697,-0.777708339
nhân đức,0.050167773,0.827850819,0.121981397,-0.777683046
vương,0.025546107,0.80308343,0.17137046,-0.777537322
mập mạp,0.793880343,0.016499102,0.189620599,0.777381241
cách,0.830344737,0.053374633,0.116280622,0.776970104
trái mùa,0.01709185,0.794054687,0.188853443,-0.776962837
mất trộm,0.020894205,0.797844946,0.181260914,-0.776950741
tắt hơi,0.03742611,0.814090371,0.1484835,-0.776664261
lẩn tránh,0.015833786,0.792439759,0.191726491,-0.776605973
nhắc nhỏm,0.81516701,0.03861095,0.146222085,0.77655606
mẫn tuệ,0.80470264,0.028334947,0.16696243,0.776367692
nhão bét,0.019953139,0.796279788,0.183767036,-0.776326649
cam chịu,0.835489452,0.059467174,0.105043419,0.776022278
